sweep_q,pulse_shape,A0,delta0,A1,delta1,best_theta,fit_loss,unitarity_err
q0,chirp,0.2,-0.05,0.5,0.0,3.940302650265164,4.4181558192700425,2.9635855388390687e-05
q0,chirp,0.2,0.0,0.5,0.0,3.940302650265164,4.41821974144468,2.775499452350649e-05
q0,chirp,0.2,0.05000000000000002,0.5,0.0,3.940302650265164,4.418294778162808,2.3341488380506272e-05
q0,chirp,0.2,0.1,0.5,0.0,3.940302650265164,4.418354774078109,2.321935716312639e-05
q0,chirp,0.4,-0.1,0.5,0.0,3.940302650265164,4.412359867616424,1.759185407173178e-05
q0,chirp,0.4,-0.05,0.5,0.0,3.940302650265164,4.412480772106738,1.4480763662520546e-05
q0,chirp,0.4,0.0,0.5,0.0,3.940302650265164,4.4125824746436235,1.7883411197173555e-05
q0,chirp,0.4,0.05000000000000002,0.5,0.0,3.940302650265164,4.412690299067812,1.8901557310525525e-05
q0,chirp,0.4,0.1,0.5,0.0,3.940302650265164,4.412795102275286,2.093902181310256e-05
q0,chirp,0.6000000000000001,-0.1,0.5,0.0,3.940302650265164,4.4068351584950705,2.7558426608321337e-05
q0,chirp,0.6000000000000001,-0.05,0.5,0.0,3.940302650265164,4.406993424370022,2.6307490046490685e-05
q0,chirp,0.6000000000000001,0.0,0.5,0.0,3.940302650265164,4.407141498591075,3.40893687852586e-05
q0,chirp,0.6000000000000001,0.05000000000000002,0.5,0.0,3.940302650265164,4.4072858288885595,3.286742286197261e-05
q0,chirp,0.6000000000000001,0.1,0.5,0.0,3.940302650265164,4.407472728392056,2.4873662545205274e-05
q0,chirp,0.8,-0.1,0.5,0.0,4.046797316488547,4.401393040199246,6.477023948903834e-06
q0,chirp,0.8,-0.05,0.5,0.0,4.046797316488547,4.4016783746063375,5.676374299164774e-06
q0,chirp,0.8,0.0,0.5,0.0,4.046797316488547,4.401867583188017,6.613940478164789e-06
q0,chirp,0.8,0.05000000000000002,0.5,0.0,4.046797316488547,4.402068615219831,4.170597041506922e-06
q0,chirp,0.8,0.1,0.5,0.0,4.046797316488547,4.402245575701825,6.136118275547019e-06
q0,chirp,1.0,-0.1,0.5,0.0,4.046797316488547,4.396008889100823,6.2476981597507966e-06
q0,chirp,1.0,-0.05,0.5,0.0,4.046797316488547,4.396198823853663,7.683014576573415e-06
q0,chirp,1.0,0.0,0.5,0.0,4.046797316488547,4.39655494640984,5.614371698645695e-06
q0,chirp,1.0,0.05000000000000002,0.5,0.0,4.046797316488547,4.3968657459927964,5.418183947292991e-06
q0,chirp,1.0,0.1,0.5,0.0,4.046797316488547,4.396938709409347,6.788003641365197e-06
q0,chirp,1.2,-0.1,0.5,0.0,4.046797316488547,4.391247372396081,5.620005777803486e-06
q0,chirp,1.2,-0.05,0.5,0.0,4.046797316488547,4.391431249819132,6.706287379795254e-06
q0,chirp,1.2,0.0,0.5,0.0,4.046797316488547,4.391679945894027,7.080752891280878e-06
q0,chirp,1.2,0.05000000000000002,0.5,0.0,4.046797316488547,4.391957569620267,6.4247463625279056e-06
q0,chirp,1.2,0.1,0.5,0.0,4.046797316488547,4.392238733852224,6.129780553159618e-06
q1,chirp,0.5,0.0,0.2,-0.1,4.046797316488547,4.35497528767614,6.6279359462213825e-06
q1,chirp,0.5,0.0,0.2,-0.05,4.046797316488547,4.355013239326445,5.6488287580218225e-06
q1,chirp,0.5,0.0,0.2,0.0,4.046797316488547,4.354981438949394,7.1161885503179075e-06
q1,chirp,0.5,0.0,0.2,0.05000000000000002,4.046797316488547,4.355045882041766,4.175848976079112e-06
q1,chirp,0.5,0.0,0.2,0.1,4.046797316488547,4.355000801990535,5.106308420237832e-06
q1,chirp,0.5,0.0,0.4,-0.1,4.046797316488547,4.361315130940318,5.297302511585014e-06
q1,chirp,0.5,0.0,0.4,-0.05,4.046797316488547,4.3611349825116825,7.060373914573922e-06
q1,chirp,0.5,0.0,0.4,0.0,4.046797316488547,4.360901872054026,7.338285935539754e-06
q1,chirp,0.5,0.0,0.4,0.05000000000000002,4.046797316488547,4.360755254431208,5.4570384856440425e-06
q1,chirp,0.5,0.0,0.4,0.1,4.046797316488547,4.360535576692285,6.978209467367943e-06
q1,chirp,0.5,0.0,0.6000000000000001,-0.1,4.046797316488547,4.37424650473635,8.882466393815105e-06
q1,chirp,0.5,0.0,0.6000000000000001,-0.05,4.046797316488547,4.373647673087913,6.188838471243286e-06
q1,chirp,0.5,0.0,0.6000000000000001,0.0,4.046797316488547,4.373117372810384,7.009363367673013e-06
q1,chirp,0.5,0.0,0.6000000000000001,0.05000000000000002,4.046797316488547,4.372534509844629,9.676839070170573e-06
q1,chirp,0.5,0.0,0.6000000000000001,0.1,4.046797316488547,4.372155358097098,5.6460632983680075e-06
q1,chirp,0.5,0.0,0.8,-0.1,4.046797316488547,4.394608340180593,7.066926594004978e-06
q1,chirp,0.5,0.0,0.8,-0.05,4.046797316488547,4.393420353650258,7.2368558379237884e-06
q1,chirp,0.5,0.0,0.8,0.0,4.046797316488547,4.392329098077748,5.21537403109947e-06
q1,chirp,0.5,0.0,0.8,0.05000000000000002,4.046797316488547,4.391191336792332,3.59276981923144e-06
q1,chirp,0.5,0.0,0.8,0.1,4.046797316488547,4.390106083381052,5.590273708961657e-06
q1,chirp,0.5,0.0,1.0,-0.1,3.940302650265164,4.419800710621962,2.661259780855968e-05
q1,chirp,0.5,0.0,1.0,-0.05,3.940302650265164,4.41807396561132,2.4558882977484126e-05
q1,chirp,0.5,0.0,1.0,0.0,3.940302650265164,4.416381096869394,2.4753205834504313e-05
q1,chirp,0.5,0.0,1.0,0.05000000000000002,3.940302650265164,4.414724192348516,2.7775817127741858e-05
q1,chirp,0.5,0.0,1.0,0.1,3.940302650265164,4.413163892564172,2.3143751538244687e-05
q1,chirp,0.5,0.0,1.2,-0.1,3.940302650265164,4.45108527191982,4.24059656562967e-05
q1,chirp,0.5,0.0,1.2,-0.05,3.940302650265164,4.448373038564487,3.727147608345416e-05
q1,chirp,0.5,0.0,1.2,0.0,3.940302650265164,4.4457362550279615,3.4493088087667704e-05
q1,chirp,0.5,0.0,1.2,0.05000000000000002,3.940302650265164,4.443156375179577,3.648094226412557e-05
q1,chirp,0.5,0.0,1.2,0.1,3.940302650265164,4.4406390222131895,3.9682176001443966e-05
q0,square,0.2,-0.1,0.5,0.0,3.940302650265164,4.421223336008579,3.315612113403425e-05
q0,square,0.2,-0.05,0.5,0.0,3.940302650265164,4.421223336008579,3.315612113403425e-05
q0,square,0.2,0.0,0.5,0.0,3.940302650265164,4.421223336008579,3.315612113403425e-05
q0,square,0.2,0.05000000000000002,0.5,0.0,3.940302650265164,4.421223336008579,3.315612113403425e-05
q0,square,0.2,0.1,0.5,0.0,3.940302650265164,4.421223336008579,3.315612113403425e-05
q0,square,0.4,-0.1,0.5,0.0,3.940302650265164,4.418462843196121,2.063298114109742e-05
q0,square,0.4,-0.05,0.5,0.0,3.940302650265164,4.418462843196121,2.063298114109742e-05
q0,square,0.4,0.0,0.5,0.0,3.940302650265164,4.418462843196121,2.063298114109742e-05
q0,square,0.4,0.05000000000000002,0.5,0.0,3.940302650265164,4.418462843196121,2.063298114109742e-05
q0,square,0.4,0.1,0.5,0.0,3.940302650265164,4.418462843196121,2.063298114109742e-05
q0,square,0.6000000000000001,-0.1,0.5,0.0,3.940302650265164,4.415705902809403,2.8529310280241236e-05
q0,square,0.6000000000000001,-0.05,0.5,0.0,3.940302650265164,4.415705902809403,2.8529310280241236e-05
q0,square,0.6000000000000001,0.0,0.5,0.0,3.940302650265164,4.415705902809403,2.8529310280241236e-05
q0,square,0.6000000000000001,0.05000000000000002,0.5,0.0,3.940302650265164,4.415705902809403,2.8529310280241236e-05
q0,square,0.6000000000000001,0.1,0.5,0.0,3.940302650265164,4.415705902809403,2.8529310280241236e-05
q0,square,0.8,-0.1,0.5,0.0,3.940302650265164,4.413098652930218,3.165313424860284e-05
q0,square,0.8,-0.05,0.5,0.0,3.940302650265164,4.413098652930218,3.165313424860284e-05
q0,square,0.8,0.0,0.5,0.0,3.940302650265164,4.413098652930218,3.165313424860284e-05
q0,square,0.8,0.05000000000000002,0.5,0.0,3.940302650265164,4.413098652930218,3.165313424860284e-05
q0,square,0.8,0.1,0.5,0.0,3.940302650265164,4.413098652930218,3.165313424860284e-05
q0,square,1.0,-0.1,0.5,0.0,3.940302650265164,4.410646607612004,1.8507961056310675e-05
q0,square,1.0,-0.05,0.5,0.0,3.940302650265164,4.410646607612004,1.8507961056310675e-05
q0,square,1.0,0.0,0.5,0.0,3.940302650265164,4.410646607612004,1.8507961056310675e-05
q0,square,1.0,0.05000000000000002,0.5,0.0,3.940302650265164,4.410646607612004,1.8507961056310675e-05
q0,square,1.0,0.1,0.5,0.0,3.940302650265164,4.410646607612004,1.8507961056310675e-05
q0,square,1.2,-0.1,0.5,0.0,3.940302650265164,4.408364174554082,1.7465258136421187e-05
q0,square,1.2,-0.05,0.5,0.0,3.940302650265164,4.408364174554082,1.7465258136421187e-05
q0,square,1.2,0.0,0.5,0.0,3.940302650265164,4.408364174554082,1.7465258136421187e-05
q0,square,1.2,0.05000000000000002,0.5,0.0,3.940302650265164,4.408364174554082,1.7465258136421187e-05
q0,square,1.2,0.1,0.5,0.0,3.940302650265164,4.408364174554082,1.7465258136421187e-05
q1,square,0.5,0.0,0.2,-0.1,4.046797316488547,4.353531430821944,7.184825113415063e-06
q1,square,0.5,0.0,0.2,-0.05,4.046797316488547,4.353531430821944,7.184825113415063e-06
q1,square,0.5,0.0,0.2,0.0,4.046797316488547,4.353531430821944,7.184825113415063e-06
q1,square,0.5,0.0,0.2,0.05000000000000002,4.046797316488547,4.353531430821944,7.184825113415063e-06
q1,square,0.5,0.0,0.2,0.1,4.046797316488547,4.353531430821944,7.184825113415063e-06
q1,square,0.5,0.0,0.4,-0.1,4.046797316488547,4.357110557975505,6.776711034296916e-06
q1,square,0.5,0.0,0.4,-0.05,4.046797316488547,4.357110557975505,6.776711034296916e-06
q1,square,0.5,0.0,0.4,0.0,4.046797316488547,4.357110557975505,6.776711034296916e-06
q1,square,0.5,0.0,0.4,0.05000000000000002,4.046797316488547,4.357110557975505,6.776711034296916e-06
q1,square,0.5,0.0,0.4,0.1,4.046797316488547,4.357110557975505,6.776711034296916e-06
q1,square,0.5,0.0,0.6000000000000001,-0.1,4.046797316488547,4.364239436873906,4.377398699364883e-06
q1,square,0.5,0.0,0.6000000000000001,-0.05,4.046797316488547,4.364239436873906,4.377398699364883e-06
q1,square,0.5,0.0,0.6000000000000001,0.0,4.046797316488547,4.364239436873906,4.377398699364883e-06
q1,square,0.5,0.0,0.6000000000000001,0.05000000000000002,4.046797316488547,4.364239436873906,4.377398699364883e-06
q1,square,0.5,0.0,0.6000000000000001,0.1,4.046797316488547,4.364239436873906,4.377398699364883e-06
q1,square,0.5,0.0,0.8,-0.1,4.046797316488547,4.377834842289564,7.573046991538325e-06
q1,square,0.5,0.0,0.8,-0.05,4.046797316488547,4.377834842289564,7.573046991538325e-06
q1,square,0.5,0.0,0.8,0.0,4.046797316488547,4.377834842289564,7.573046991538325e-06
q1,square,0.5,0.0,0.8,0.05000000000000002,4.046797316488547,4.377834842289564,7.573046991538325e-06
q1,square,0.5,0.0,0.8,0.1,4.046797316488547,4.377834842289564,7.573046991538325e-06
q1,square,0.5,0.0,1.0,-0.1,4.046797316488547,4.3965869301112654,5.747412636985309e-06
q1,square,0.5,0.0,1.0,-0.05,4.046797316488547,4.3965869301112654,5.747412636985309e-06
q1,square,0.5,0.0,1.0,0.0,4.046797316488547,4.3965869301112654,5.747412636985309e-06
q1,square,0.5,0.0,1.0,0.05000000000000002,4.046797316488547,4.3965869301112654,5.747412636985309e-06
q1,square,0.5,0.0,1.0,0.1,4.046797316488547,4.3965869301112654,5.747412636985309e-06
q1,square,0.5,0.0,1.2,-0.1,3.940302650265164,4.41801507886077,2.1761506888757558e-05
q1,square,0.5,0.0,1.2,-0.05,3.940302650265164,4.41801507886077,2.1761506888757558e-05
q1,square,0.5,0.0,1.2,0.0,3.940302650265164,4.41801507886077,2.1761506888757558e-05
q1,square,0.5,0.0,1.2,0.05000000000000002,3.940302650265164,4.41801507886077,2.1761506888757558e-05
q1,square,0.5,0.0,1.2,0.1,3.940302650265164,4.41801507886077,2.1761506888757558e-05
q0,gaussian,0.2,-0.1,0.5,0.0,3.940302650265164,4.422303403144008,3.153483672624848e-05
q0,gaussian,0.2,-0.05,0.5,0.0,3.940302650265164,4.422303403144008,3.153483672624848e-05
q0,gaussian,0.2,0.0,0.5,0.0,3.940302650265164,4.422303403144008,3.153483672624848e-05
q0,gaussian,0.2,0.05000000000000002,0.5,0.0,3.940302650265164,4.422303403144008,3.153483672624848e-05
q0,gaussian,0.2,0.1,0.5,0.0,3.940302650265164,4.422303403144008,3.153483672624848e-05
q0,gaussian,0.4,-0.1,0.5,0.0,3.940302650265164,4.420525906474053,3.659510407447614e-05
q0,gaussian,0.4,-0.05,0.5,0.0,3.940302650265164,4.420525906474053,3.659510407447614e-05
q0,gaussian,0.4,0.0,0.5,0.0,3.940302650265164,4.420525906474053,3.659510407447614e-05
q0,gaussian,0.4,0.05000000000000002,0.5,0.0,3.940302650265164,4.420525906474053,3.659510407447614e-05
q0,gaussian,0.4,0.1,0.5,0.0,3.940302650265164,4.420525906474053,3.659510407447614e-05
q0,gaussian,0.6000000000000001,-0.1,0.5,0.0,3.940302650265164,4.418829769889988,2.2571348864603727e-05
q0,gaussian,0.6000000000000001,-0.05,0.5,0.0,3.940302650265164,4.418829769889988,2.2571348864603727e-05
q0,gaussian,0.6000000000000001,0.0,0.5,0.0,3.940302650265164,4.418829769889988,2.2571348864603727e-05
q0,gaussian,0.6000000000000001,0.05000000000000002,0.5,0.0,3.940302650265164,4.418829769889988,2.2571348864603727e-05
q0,gaussian,0.6000000000000001,0.1,0.5,0.0,3.940302650265164,4.418829769889988,2.2571348864603727e-05
q0,gaussian,0.8,-0.1,0.5,0.0,3.940302650265164,4.417083003194285,3.150973279518061e-05
q0,gaussian,0.8,-0.05,0.5,0.0,3.940302650265164,4.417083003194285,3.150973279518061e-05
q0,gaussian,0.8,0.0,0.5,0.0,3.940302650265164,4.417083003194285,3.150973279518061e-05
q0,gaussian,0.8,0.05000000000000002,0.5,0.0,3.940302650265164,4.417083003194285,3.150973279518061e-05
q0,gaussian,0.8,0.1,0.5,0.0,3.940302650265164,4.417083003194285,3.150973279518061e-05
q0,gaussian,1.0,-0.1,0.5,0.0,3.940302650265164,4.415406292737765,2.8758255187280613e-05
q0,gaussian,1.0,-0.05,0.5,0.0,3.940302650265164,4.415406292737765,2.8758255187280613e-05
q0,gaussian,1.0,0.0,0.5,0.0,3.940302650265164,4.415406292737765,2.8758255187280613e-05
q0,gaussian,1.0,0.05000000000000002,0.5,0.0,3.940302650265164,4.415406292737765,2.8758255187280613e-05
q0,gaussian,1.0,0.1,0.5,0.0,3.940302650265164,4.415406292737765,2.8758255187280613e-05
q0,gaussian,1.2,-0.1,0.5,0.0,3.940302650265164,4.41376989185236,3.0511352841625044e-05
q0,gaussian,1.2,-0.05,0.5,0.0,3.940302650265164,4.41376989185236,3.0511352841625044e-05
q0,gaussian,1.2,0.0,0.5,0.0,3.940302650265164,4.41376989185236,3.0511352841625044e-05
q0,gaussian,1.2,0.05000000000000002,0.5,0.0,3.940302650265164,4.41376989185236,3.0511352841625044e-05
q0,gaussian,1.2,0.1,0.5,0.0,3.940302650265164,4.41376989185236,3.0511352841625044e-05
q1,gaussian,0.5,0.0,0.2,-0.1,4.046797316488547,4.353479761323595,6.770678276331129e-06
q1,gaussian,0.5,0.0,0.2,-0.05,4.046797316488547,4.353479761323595,6.770678276331129e-06
q1,gaussian,0.5,0.0,0.2,0.0,4.046797316488547,4.353479761323595,6.770678276331129e-06
q1,gaussian,0.5,0.0,0.2,0.05000000000000002,4.046797316488547,4.353479761323595,6.770678276331129e-06
q1,gaussian,0.5,0.0,0.2,0.1,4.046797316488547,4.353479761323595,6.770678276331129e-06
q1,gaussian,0.5,0.0,0.4,-0.1,4.046797316488547,4.353996521070122,6.843481958613029e-06
q1,gaussian,0.5,0.0,0.4,-0.05,4.046797316488547,4.353996521070122,6.843481958613029e-06
q1,gaussian,0.5,0.0,0.4,0.0,4.046797316488547,4.353996521070122,6.843481958613029e-06
q1,gaussian,0.5,0.0,0.4,0.05000000000000002,4.046797316488547,4.353996521070122,6.843481958613029e-06
q1,gaussian,0.5,0.0,0.4,0.1,4.046797316488547,4.353996521070122,6.843481958613029e-06
q1,gaussian,0.5,0.0,0.6000000000000001,-0.1,4.046797316488547,4.356362755221169,4.8458842842219385e-06
q1,gaussian,0.5,0.0,0.6000000000000001,-0.05,4.046797316488547,4.356362755221169,4.8458842842219385e-06
q1,gaussian,0.5,0.0,0.6000000000000001,0.0,4.046797316488547,4.356362755221169,4.8458842842219385e-06
q1,gaussian,0.5,0.0,0.6000000000000001,0.05000000000000002,4.046797316488547,4.356362755221169,4.8458842842219385e-06
q1,gaussian,0.5,0.0,0.6000000000000001,0.1,4.046797316488547,4.356362755221169,4.8458842842219385e-06
q1,gaussian,0.5,0.0,0.8,-0.1,4.046797316488547,4.36071959173943,4.966956822066913e-06
q1,gaussian,0.5,0.0,0.8,-0.05,4.046797316488547,4.36071959173943,4.966956822066913e-06
q1,gaussian,0.5,0.0,0.8,0.0,4.046797316488547,4.36071959173943,4.966956822066913e-06
q1,gaussian,0.5,0.0,0.8,0.05000000000000002,4.046797316488547,4.36071959173943,4.966956822066913e-06
q1,gaussian,0.5,0.0,0.8,0.1,4.046797316488547,4.36071959173943,4.966956822066913e-06
q1,gaussian,0.5,0.0,1.0,-0.1,4.046797316488547,4.367029533262095,5.007558852331968e-06
q1,gaussian,0.5,0.0,1.0,-0.05,4.046797316488547,4.367029533262095,5.007558852331968e-06
q1,gaussian,0.5,0.0,1.0,0.0,4.046797316488547,4.367029533262095,5.007558852331968e-06
q1,gaussian,0.5,0.0,1.0,0.05000000000000002,4.046797316488547,4.367029533262095,5.007558852331968e-06
q1,gaussian,0.5,0.0,1.0,0.1,4.046797316488547,4.367029533262095,5.007558852331968e-06
q1,gaussian,0.5,0.0,1.2,-0.1,4.046797316488547,4.375211584737921,7.114189379489468e-06
q1,gaussian,0.5,0.0,1.2,-0.05,4.046797316488547,4.375211584737921,7.114189379489468e-06
q1,gaussian,0.5,0.0,1.2,0.0,4.046797316488547,4.375211584737921,7.114189379489468e-06
q1,gaussian,0.5,0.0,1.2,0.05000000000000002,4.046797316488547,4.375211584737921,7.114189379489468e-06
q1,gaussian,0.5,0.0,1.2,0.1,4.046797316488547,4.375211584737921,7.114189379489468e-06
q0,drag,0.2,-0.1,0.5,0.0,3.940302650265164,4.419273933975737,3.162662445037033e-05
q0,drag,0.2,-0.05,0.5,0.0,3.940302650265164,4.419273933975737,3.162662445037033e-05
q0,drag,0.2,0.0,0.5,0.0,3.940302650265164,4.419273933975737,3.162662445037033e-05
q0,drag,0.2,0.05000000000000002,0.5,0.0,3.940302650265164,4.419273933975737,3.162662445037033e-05
q0,drag,0.2,0.1,0.5,0.0,3.940302650265164,4.419273933975737,3.162662445037033e-05
q0,drag,0.4,-0.1,0.5,0.0,3.940302650265164,4.4145953158388025,3.352073487900988e-05
q0,drag,0.4,-0.05,0.5,0.0,3.940302650265164,4.4145953158388025,3.352073487900988e-05
q0,drag,0.4,0.0,0.5,0.0,3.940302650265164,4.4145953158388025,3.352073487900988e-05
q0,drag,0.4,0.05000000000000002,0.5,0.0,3.940302650265164,4.4145953158388025,3.352073487900988e-05
q0,drag,0.4,0.1,0.5,0.0,3.940302650265164,4.4145953158388025,3.352073487900988e-05
q0,drag,0.6000000000000001,-0.1,0.5,0.0,3.940302650265164,4.410226384914776,2.6473775881335114e-05
q0,drag,0.6000000000000001,-0.05,0.5,0.0,3.940302650265164,4.410226384914776,2.6473775881335114e-05
q0,drag,0.6000000000000001,0.0,0.5,0.0,3.940302650265164,4.410226384914776,2.6473775881335114e-05
q0,drag,0.6000000000000001,0.05000000000000002,0.5,0.0,3.940302650265164,4.410226384914776,2.6473775881335114e-05
q0,drag,0.6000000000000001,0.1,0.5,0.0,3.940302650265164,4.410226384914776,2.6473775881335114e-05
q0,drag,0.8,-0.1,0.5,0.0,3.940302650265164,4.4062639176950125,2.296506427506489e-05
q0,drag,0.8,-0.05,0.5,0.0,3.940302650265164,4.4062639176950125,2.296506427506489e-05
q0,drag,0.8,0.0,0.5,0.0,3.940302650265164,4.4062639176950125,2.296506427506489e-05
q0,drag,0.8,0.05000000000000002,0.5,0.0,3.940302650265164,4.4062639176950125,2.296506427506489e-05
q0,drag,0.8,0.1,0.5,0.0,3.940302650265164,4.4062639176950125,2.296506427506489e-05
q0,drag,1.0,-0.1,0.5,0.0,4.046797316488547,4.402694830460694,6.970998356682256e-06
q0,drag,1.0,-0.05,0.5,0.0,4.046797316488547,4.402694830460694,6.970998356682256e-06
q0,drag,1.0,0.0,0.5,0.0,4.046797316488547,4.402694830460694,6.970998356682256e-06
q0,drag,1.0,0.05000000000000002,0.5,0.0,4.046797316488547,4.402694830460694,6.970998356682256e-06
q0,drag,1.0,0.1,0.5,0.0,4.046797316488547,4.402694830460694,6.970998356682256e-06
